Address (Full),Average ELA Proficiency,Average Math Proficiency,City,Collaborative Teachers %,Collaborative Teachers Rating,Community School?,District,Economic Need Index,Effective School Leadership %,Effective School Leadership Rating,Grade High,Grade Low,Grades,Latitude,Longitude,Percent Asian,Percent Black,Percent Black / Hispanic,Percent ELL,Percent Hispanic,Percent White,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,SED Code,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Student Achievement Rating,Student Attendance Rate,Supportive Environment %,Supportive Environment Rating,Trust %,Trust Rating,Zip,avg_math_proficiency_2017,avg_math_proficiency_2017_city_diff,avg_math_proficiency_2017_comp_diff,black_2017_num_students,dbn,econ_need_index_2017_city_diff,econ_need_index_2017_dist_diff,econ_need_index_2017_val,grade_7_2017_enrollment,grade_8_2017_enrollment,hispanic_2017_avg_ela,hispanic_2017_avg_math,hispanic_2017_num_students,num_offered,num_testtakers,pct_8th_graders_offered,pct_8th_graders_w_hs_credit_2017,pct_8th_graders_w_hs_credit_2017_city_diff,pct_8th_graders_w_hs_credit_2017_comp_diff,pct_black_hispanic,pct_hra_assistance_2017_city_diff,pct_hra_assistance_2017_dist_diff,pct_hra_assistance_2017_val,pct_math_level_3_or_4_2017,pct_math_level_3_or_4_2017_city_diff,pct_math_level_3_or_4_2017_comp_diff,pct_poverty_2017_city_diff,pct_poverty_2017_dist_diff,pct_poverty_2017_val,pct_students_w_disabilities_2017_city_diff,pct_students_w_disabilities_2017_dist_diff,pct_students_w_disabilities_2017_val,pct_temp_housing_2017_city_diff,pct_temp_housing_2017_dist_diff,pct_temp_housing_2017_val,sa_attendance_90plus_2017,sa_attendance_90plus_2017_city_diff,sa_attendance_90plus_2017_dist_diff,school_name,econ_need_index_2017_city_diff_binary,perc_testtakers,perc_testtakers_quartile,borough,dist_to_bronx_hs_of_science,dist_to_brooklyn_tech_hs,dist_to_stuyvesant_hs,min_dist_to_big_three,Community School?_Yes,Rigorous Instruction Rating_Approaching Target,Rigorous Instruction Rating_Exceeding Target,Rigorous Instruction Rating_Not Meeting Target,Rigorous Instruction Rating_nan,Collaborative Teachers Rating_Approaching Target,Collaborative Teachers Rating_Exceeding Target,Collaborative Teachers Rating_Not Meeting Target,Collaborative Teachers Rating_nan,Supportive Environment Rating_Approaching Target,Supportive Environment Rating_Exceeding Target,Supportive Environment Rating_nan,Effective School Leadership Rating_Approaching Target,Effective School Leadership Rating_Exceeding Target,Effective School Leadership Rating_Not Meeting Target,Effective School Leadership Rating_nan,Strong Family-Community Ties Rating_Approaching Target,Strong Family-Community Ties Rating_Exceeding Target,Strong Family-Community Ties Rating_Not Meeting Target,Strong Family-Community Ties Rating_nan,Trust Rating_Approaching Target,Trust Rating_Exceeding Target,Trust Rating_Not Meeting Target,Trust Rating_nan,Student Achievement Rating_Approaching Target,Student Achievement Rating_Exceeding Target,Student Achievement Rating_Not Meeting Target,Student Achievement Rating_nan,borough_bronx,borough_manhattan,borough_queens,borough_staten_island,discretionary_funding,Major N,Oth N,NoCrim N,Prop N,Vio N,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Major N_proportion,Oth N_proportion,NoCrim N_proportion,Prop N_proportion,Vio N_proportion
"111 COLUMBIA ST NEW YORK, NY 10002",3.83,4.03,NEW YORK,0.73,Approaching Target,No,1.0,0.257,0.55,Not Meeting Target,12,0K,"0K,01,02,03,04,05,06,07,08,09,10,11,12",40.7195,-73.979239,0.33,0.09,0.2,0.0,0.11,0.42,0.03,0.81,Exceeding Target,310100011539.0,0.81,Approaching Target,Exceeding Target,0.97,0.85,Meeting Target,0.74,Not Meeting Target,10002.0,4.08,1.21,0.01,63.0,01M539,-0.44799999999999995,-0.396,0.16699999999999998,137.0,121.0,3.67,3.72,89.0,91.0,126.0,0.67,0.975,0.68,0.09,0.19,-0.409,-0.325,0.057999999999999996,0.968,0.59,0.01,-0.129,-0.174,0.152,-0.146,-0.149,0.040999999999999995,-0.107,-0.158,0.006999999999999999,0.9440000000000001,0.13,-0.02,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH SCHOOL",False,1.0413223140495869,4.0,manhattan,11.899966073026768,2.11654636859454,1.81534756411834,1.81534756411834,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,3591953.98,0.0,8.0,9.0,6.0,2.0,2.53,10.42,19.34,6.64,4.9,0.0,0.7677543186180422,0.4653567735263702,0.9036144578313253,0.4081632653061224
"7301 FT HAMILTON PKWY BROOKLYN, NY 11228",2.92,3.28,BROOKLYN,0.96,Exceeding Target,No,20.0,0.622,0.91,Exceeding Target,8,06,"06,07,08",40.626227,-74.014758,0.45,0.01,0.23,0.11,0.22,0.32,0.12,0.95,Exceeding Target,332000010259.0,0.69,Approaching Target,Meeting Target,0.96,0.89,Meeting Target,0.94,Exceeding Target,11228.0,3.31,0.6,0.09,27.0,20K259,-0.025,-0.055,0.5720000000000001,575.0,568.0,2.77,2.69,361.0,86.0,309.0,0.15,0.382,0.04,-0.09,0.21,-0.021,-0.04,0.426,0.633,0.31,0.04,-0.027999999999999997,-0.049,0.23600000000000002,-0.092,-0.019,0.114,-0.066,-0.008,0.048,0.892,0.08,0.0,J.H.S. 259 WILLIAM MCKINLEY,False,0.5440140845070423,4.0,brooklyn,18.57156680324288,4.76462022132541,6.324446879279589,4.76462022132541,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,270500.0,1.0,4.0,5.0,2.0,1.0,2.17,8.26,14.06,5.369999999999999,3.8,0.4608294930875576,0.48426150121065376,0.35561877667140823,0.37243947858473003,0.2631578947368421
"46-35 OCEANIA ST BAYSIDE, NY 11361",3.15,3.46,BAYSIDE,0.91,Meeting Target,No,26.0,0.27399999999999997,0.85,Meeting Target,8,06,"06,07,08",40.756375,-73.77232,0.61,0.05,0.19,0.06,0.14,0.2,0.05,0.88,Exceeding Target,342600010158.0,0.72,Approaching Target,Meeting Target,0.97,0.83,Meeting Target,0.9,Meeting Target,11361.0,3.48,0.77,-0.08,63.0,26Q158,-0.353,-0.013999999999999999,0.243,387.0,340.0,2.98,2.84,157.0,84.0,236.0,0.22,0.475,0.13,-0.11,0.2,-0.294,0.003,0.152,0.706,0.38,-0.05,-0.172,-0.006999999999999999,0.09300000000000001,-0.086,-0.002,0.11900000000000001,-0.08800000000000001,-0.016,0.026000000000000002,0.92,0.11,-0.01,M.S. 158 MARIE CURIE,False,0.6941176470588235,4.0,queens,10.460160524417564,11.694832289000338,12.94722412445932,10.460160524417564,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,170714.0,1.0,4.0,3.0,2.0,1.0,1.6099999999999999,6.71,10.89,4.04,3.0999999999999996,0.6211180124223603,0.5961251862891207,0.27548209366391185,0.49504950495049505,0.32258064516129037
"51-60 MARATHON PKWY LITTLE NECK, NY 11362",3.27,3.66,LITTLE NECK,0.87,Exceeding Target,No,26.0,0.209,0.73,Approaching Target,8,06,"06,07,08",40.762437,-73.734426,0.62,0.03,0.14,0.02,0.12,0.23,0.04,0.87,Exceeding Target,342600010067.0,0.73,Approaching Target,Meeting Target,0.98,0.83,Meeting Target,0.83,Approaching Target,11362.0,3.67,0.96,0.03,35.0,26Q067,-0.435,-0.096,0.161,304.0,303.0,3.0,2.75,106.0,82.0,211.0,0.27,0.95,0.61,0.29,0.15,-0.35600000000000004,-0.057999999999999996,0.091,0.8009999999999999,0.47,0.02,-0.198,-0.033,0.067,-0.131,-0.046,0.075,-0.09699999999999999,-0.025,0.017,0.953,0.14,0.02,J.H.S. 067 LOUIS PASTEUR,False,0.6963696369636964,4.0,queens,11.453085508237898,13.691785805024486,14.978997550484397,11.453085508237898,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1023276.0,0.0,2.0,3.0,2.0,0.0,1.3599999999999999,5.07,7.64,3.31,2.32,0.0,0.3944773175542406,0.39267015706806285,0.6042296072507553,0.0
"1875 E 17TH ST BROOKLYN, NY 11229",3.09,3.32,BROOKLYN,0.89,Exceeding Target,No,22.0,0.46299999999999997,0.85,Meeting Target,8,06,"06,07,08",40.604437,-73.95517099999998,0.25,0.17,0.28,0.09,0.11,0.45,0.1,0.88,Meeting Target,332200010234.0,0.73,Approaching Target,Meeting Target,0.96,0.85,Meeting Target,0.91,Meeting Target,11229.0,3.17,0.46,-0.07,357.0,22K234,-0.122,-0.044000000000000004,0.475,682.0,658.0,2.9,2.71,254.0,79.0,370.0,0.12,0.455,0.11,-0.08,0.3,-0.11199999999999999,-0.04,0.335,0.5710000000000001,0.24,-0.03,-0.077,0.004,0.187,-0.08,-0.055999999999999994,0.126,-0.062,-0.036000000000000004,0.052000000000000005,0.8759999999999999,0.06,-0.02,J.H.S. 234 ARTHUR W. CUNNINGHAM,False,0.5623100303951368,4.0,brooklyn,19.198628952705505,5.9358088630691235,8.41122719512021,5.9358088630691235,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,833725.48,2.0,9.0,13.0,5.0,5.0,2.66,12.28,22.630000000000003,8.29,5.23,0.7518796992481203,0.7328990228013029,0.5744586831639416,0.6031363088057902,0.9560229445506692
"220 E 76TH ST NEW YORK, NY 10021",3.08,3.34,NEW YORK,0.89,Meeting Target,No,2.0,0.36,0.84,Meeting Target,8,06,"06,07,08",40.771827,-73.95794000000002,0.28,0.08,0.27,0.04,0.19,0.42,0.09,0.85,Exceeding Target,310200010167.0,0.76,Approaching Target,Exceeding Target,0.96,0.87,Meeting Target,0.92,Meeting Target,10021.0,3.5,0.79,0.12,109.0,02M167,-0.326,-0.067,0.271,434.0,436.0,2.97,2.82,237.0,77.0,258.0,0.18,0.441,0.1,-0.09,0.22,-0.257,-0.027000000000000003,0.19,0.73,0.4,0.05,-0.153,-0.049,0.11199999999999999,-0.047,-0.038,0.158,-0.078,-0.031,0.036000000000000004,0.919,0.11,0.0,J.H.S. 167 ROBERT F. WAGNER,False,0.591743119266055,4.0,manhattan,8.147602945647154,5.8067412119864334,4.736635012209393,4.736635012209393,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1698401.3399999999,3.0,6.0,6.0,5.0,3.0,2.39,9.5,16.39,6.069999999999999,4.47,1.2552301255230125,0.631578947368421,0.3660768761439902,0.8237232289950578,0.6711409395973155
"331 E 91ST ST NEW YORK, NY 10028",3.66,3.94,NEW YORK,0.96,Exceeding Target,No,2.0,0.10400000000000001,0.94,Exceeding Target,8,06,"06,07,08",40.780646000000004,-73.947544,0.15,0.03,0.12,0.0,0.09,0.66,0.02,0.92,Exceeding Target,310200010114.0,0.82,Meeting Target,Exceeding Target,0.98,0.92,Exceeding Target,0.96,Exceeding Target,10028.0,4.01,1.3,0.13,14.0,02M114,-0.519,-0.261,0.078,147.0,145.0,3.68,3.81,40.0,75.0,124.0,0.49,0.9079999999999999,0.57,0.13,0.12,-0.418,-0.187,0.028999999999999998,0.9179999999999999,0.59,0.03,-0.215,-0.111,0.049,-0.048,-0.038,0.158,0.013000000000000001,0.0,0.127,0.98,0.17,0.02,EAST SIDE MIDDLE SCHOOL,False,0.8551724137931035,4.0,manhattan,7.366907815899334,6.513380930892336,5.552353967193255,5.552353967193255,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,2426109.0,0.0,1.0,0.0,1.0,0.0,0.89,3.07,4.14,2.16,1.42,0.0,0.32573289902280134,0.0,0.4629629629629629,0.0
"70-02 54TH AVE MASPETH, NY 11378",2.7,2.94,MASPETH,0.86,Exceeding Target,No,24.0,0.573,0.79,Meeting Target,8,06,"06,07,08",40.728596,-73.89329599999998,0.27,0.01,0.6,0.15,0.59,0.13,0.12,0.85,Exceeding Target,342400010073.0,0.71,Approaching Target,Exceeding Target,0.95,0.79,Approaching Target,0.91,Meeting Target,11378.0,2.98,0.27,0.12,21.0,24Q073,-0.081,-0.079,0.516,789.0,726.0,2.68,2.67,1189.0,73.0,394.0,0.1,0.429,0.09,0.05,0.59,-0.075,-0.07400000000000001,0.37200000000000005,0.48200000000000004,0.16,0.05,-0.057999999999999996,-0.028999999999999998,0.20600000000000002,-0.02,0.001,0.18600000000000003,-0.066,-0.015,0.048,0.884,0.07,0.03,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,False,0.5426997245179064,4.0,queens,10.332955143629448,5.164399411128092,6.366634365181219,5.164399411128092,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,430214.0,1.0,1.0,5.0,2.0,0.0,2.66,10.8,20.66,7.35,4.68,0.37593984962406013,0.09259259259259259,0.2420135527589545,0.272108843537415,0.0
"319 E 19TH ST NEW YORK, NY 10003",3.75,3.63,NEW YORK,0.97,Exceeding Target,No,2.0,0.131,0.96,Exceeding Target,8,06,"06,07,08",40.735118,-73.981697,0.19,0.03,0.13,0.0,0.09,0.63,0.05,0.93,Meeting Target,310200010255.0,0.88,Exceeding Target,Exceeding Target,0.97,0.95,Exceeding Target,0.98,Exceeding Target,10003.0,3.94,1.23,0.03,9.0,02M255,-0.496,-0.237,0.10099999999999999,132.0,127.0,3.59,3.51,41.0,70.0,108.0,0.55,0.7440000000000001,0.4,-0.09,0.13,-0.429,-0.19899999999999998,0.018000000000000002,0.9109999999999999,0.58,0.01,-0.192,-0.08800000000000001,0.073,-0.052000000000000005,-0.042,0.154,-0.096,-0.049,0.018000000000000002,0.9690000000000001,0.16,0.01,M.S. 255 SALK SCHOOL OF SCIENCE,False,0.8503937007874016,4.0,manhattan,10.970627512549232,3.200827383060523,2.0606188157950625,2.0606188157950625,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,2428405.29,1.0,5.0,2.0,6.0,0.0,1.5499999999999998,5.48,8.9,3.7199999999999998,2.55,0.6451612903225807,0.9124087591240875,0.2247191011235955,1.6129032258064517,0.0
"34-12 36TH AVE LONG ISLAND CITY, NY 11106",3.91,4.07,LONG ISLAND CITY,0.81,Approaching Target,No,30.0,0.276,0.74,Approaching Target,12,07,"07,08,09,10,11,12",40.755047999999995,-73.926963,0.49,0.02,0.17,0.0,0.15,0.31,0.01,0.88,Meeting Target,343000011580.0,0.7,Not Meeting Target,Exceeding Target,0.98,0.9,Exceeding Target,0.89,Meeting Target,11106.0,4.17,1.46,0.05,6.0,30Q580,-0.364,-0.32,0.233,114.0,105.0,4.03,4.04,26.0,62.0,94.0,0.52,0.99,0.65,0.05,0.21,-0.32799999999999996,-0.28600000000000003,0.11900000000000001,0.995,0.67,0.01,-0.11900000000000001,-0.07,0.145,0.0175,0.0065,0.217,0.013000000000000001,0.0,0.127,0.986,0.17,0.02,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,False,0.8952380952380953,4.0,queens,8.715231424424514,5.2582498575694485,5.227584622954821,5.227584622954821,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,553857.0,0.0,0.0,0.0,0.0,0.0,0.89,3.07,4.14,2.16,1.42,0.0,0.0,0.0,0.0,0.0
"74-01 78TH AVE GLENDALE, NY 11385",3.13,3.38,GLENDALE,0.87,Exceeding Target,No,24.0,0.436,0.83,Meeting Target,8,06,"06,07,08",40.705197999999996,-73.875033,0.25,0.01,0.32,0.04,0.3,0.42,0.13,0.89,Exceeding Target,342400010119.0,0.75,Not Meeting Target,Exceeding Target,0.95,0.84,Meeting Target,0.87,Meeting Target,11385.0,3.34,0.47,-0.01,21.0,24Q119,-0.262,0.022000000000000002,0.35200000000000004,221.0,229.0,2.83,2.68,359.0,59.0,104.0,0.27,0.586,0.29,0.07,0.32,-0.23399999999999999,0.013999999999999999,0.233,0.623,0.25,-0.02,-0.149,0.004,0.131,-0.09699999999999999,-0.055,0.091,-0.078,-0.006999999999999999,0.036000000000000004,0.8959999999999999,0.09,0.0,I.S. 119 THE GLENDALE,False,0.45414847161572053,4.0,queens,11.975352008704732,5.454924642941737,7.33596324129688,5.454924642941737,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1528370.8599999999,2.0,6.0,6.0,4.0,4.0,1.6099999999999999,6.71,10.89,4.04,3.0999999999999996,1.2422360248447206,0.8941877794336811,0.5509641873278237,0.9900990099009901,1.2903225806451615
"100 W 77TH ST NEW YORK, NY 10024",3.93,4.15,NEW YORK,0.9,Exceeding Target,No,3.0,0.134,0.87,Meeting Target,8,0K,"0K,01,02,03,04,05,06,07,08",40.781081,-73.978085,0.28,0.04,0.13,0.0,0.09,0.53,0.01,0.9,Exceeding Target,310300010334.0,0.93,Exceeding Target,Exceeding Target,0.98,0.92,Exceeding Target,0.92,Meeting Target,10024.0,4.1,1.23,0.01,20.0,03M334,-0.5,-0.475,0.115,76.0,74.0,3.88,3.86,48.0,58.0,75.0,0.76,1.0,0.7,0.1,0.12,-0.44,-0.402,0.027000000000000003,0.977,0.6,0.01,-0.187,-0.165,0.09300000000000001,-0.131,-0.146,0.055999999999999994,0.013000000000000001,0.0,0.127,0.978,0.17,0.01,THE ANDERSON SCHOOL,False,1.0135135135135136,4.0,manhattan,8.120758779456615,6.361922638518697,4.745691198805602,4.745691198805602,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,6106962.0,2.0,6.0,2.0,6.0,1.0,2.0900000000000003,8.64,14.4,5.26,4.23,0.9569377990430621,0.6944444444444444,0.1388888888888889,1.1406844106463878,0.23640661938534277
"154-60 17TH AVE WHITESTONE, NY 11357",2.87,3.07,WHITESTONE,0.84,Exceeding Target,No,25.0,0.34,0.77,Approaching Target,8,06,"06,07,08",40.78322,-73.806977,0.35,0.02,0.31,0.07,0.29,0.33,0.12,0.86,Meeting Target,342500010194.0,0.75,Approaching Target,Approaching Target,0.95,0.82,Meeting Target,0.87,Meeting Target,11357.0,3.12,0.41,-0.09,22.0,25Q194,-0.29100000000000004,-0.098,0.305,391.0,375.0,2.8,2.58,360.0,54.0,147.0,0.14,0.35200000000000004,0.01,-0.11,0.33,-0.258,-0.062,0.18899999999999997,0.54,0.21,-0.05,-0.156,-0.064,0.109,-0.04,0.009000000000000001,0.165,-0.053,0.001,0.061,0.8690000000000001,0.06,-0.03,J.H.S. 194 WILLIAM CARR,False,0.392,3.0,queens,7.898595749594692,11.031520088791583,11.750048966341925,7.898595749594692,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,378502.4,1.0,5.0,3.0,2.0,2.0,1.6099999999999999,6.71,10.89,4.04,3.0999999999999996,0.6211180124223603,0.7451564828614009,0.27548209366391185,0.49504950495049505,0.6451612903225807
"68-17 AUSTIN ST FOREST HILLS, NY 11375",2.85,3.03,FOREST HILLS,0.81,Meeting Target,No,28.0,0.3720000000000001,0.72,Approaching Target,8,06,"06,07,08",40.723014,-73.851845,0.33,0.07,0.35,0.08,0.28,0.29,0.12,0.86,Meeting Target,342800010190.0,0.7,Not Meeting Target,Meeting Target,0.95,0.8,Meeting Target,0.82,Approaching Target,11375.0,3.17,0.46,-0.09,69.0,28Q190,-0.305,-0.18,0.292,355.0,369.0,2.82,2.56,284.0,53.0,172.0,0.15,0.35,0.01,-0.11,0.35,-0.251,-0.134,0.196,0.552,0.23,-0.06,-0.153,-0.067,0.11199999999999999,-0.08,-0.046,0.125,-0.076,-0.043,0.038,0.8370000000000001,0.02,-0.07,J.H.S. 190 RUSSELL SAGE,False,0.46612466124661245,4.0,queens,10.910534773521968,6.964623332514986,8.507346806678441,6.964623332514986,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,1852326.44,1.0,11.0,6.0,8.0,1.0,1.6099999999999999,6.71,10.89,4.04,3.0999999999999996,0.6211180124223603,1.639344262295082,0.5509641873278237,1.9801980198019802,0.32258064516129037
"46-21 COLDEN ST FLUSHING, NY 11355",2.72,3.22,FLUSHING,0.78,Approaching Target,No,25.0,0.562,0.71,Approaching Target,8,06,"06,07,08",40.749539,-73.821454,0.73,0.07,0.25,0.19,0.17,0.02,0.13,0.78,Meeting Target,342500010237.0,0.66,Not Meeting Target,Meeting Target,0.96,0.78,Approaching Target,0.83,Approaching Target,11355.0,3.27,0.56,0.08,89.0,25Q237,-0.11900000000000001,0.075,0.478,429.0,408.0,2.65,2.59,232.0,53.0,194.0,0.12,0.369,0.03,-0.05,0.23,-0.134,0.062,0.313,0.611,0.28,0.03,-0.066,0.027000000000000003,0.19899999999999998,-0.075,-0.026000000000000002,0.131,-0.043,0.011000000000000001,0.071,0.888,0.08,0.0,I.S. 237,False,0.47549019607843135,4.0,queens,9.602484145518131,9.160566471799774,10.327169649738236,9.160566471799774,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,714308.38,2.0,5.0,6.0,2.0,4.0,2.66,12.28,22.630000000000003,8.29,5.23,0.7518796992481203,0.40716612377850164,0.2651347768448961,0.24125452352231608,0.7648183556405354
"330 E 21ST ST NEW YORK, NY 10010",3.05,3.25,NEW YORK,0.89,Exceeding Target,No,2.0,0.522,0.84,Meeting Target,8,06,"06,07,08",40.735735,-73.980611,0.4,0.08,0.29,0.05,0.21,0.28,0.11,0.87,Meeting Target,310200010104.0,0.7,Approaching Target,Exceeding Target,0.96,0.85,Meeting Target,0.92,Meeting Target,10010.0,3.32,0.61,0.02,84.0,02M104,-0.23199999999999998,0.027000000000000003,0.365,369.0,403.0,2.9,2.72,217.0,53.0,260.0,0.14,0.439,0.1,-0.11,0.26,-0.215,0.015,0.231,0.675,0.35,0.03,-0.09,0.013999999999999999,0.174,-0.03,-0.021,0.17600000000000002,-0.049,-0.003,0.065,0.903,0.09,0.0,J.H.S. 104 SIMON BARUCH,False,0.6451612903225806,4.0,manhattan,10.907589118261024,3.239113537537888,2.131741072319526,2.131741072319526,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,6443663.04,2.0,12.0,5.0,6.0,8.0,1.6099999999999999,6.71,10.89,4.04,3.0999999999999996,1.2422360248447206,1.7883755588673622,0.4591368227731864,1.4851485148514851,2.580645161290323
"63-55 102ND ST REGO PARK, NY 11374",2.95,3.19,REGO PARK,0.89,Exceeding Target,No,28.0,0.408,0.84,Meeting Target,9,06,"06,07,08,09",40.732287,-73.853054,0.24,0.1,0.33,0.09,0.23,0.41,0.12,0.91,Exceeding Target,342800010157.0,0.72,Approaching Target,Exceeding Target,0.95,0.84,Meeting Target,0.9,Meeting Target,11374.0,3.18,0.47,0.04,114.0,28Q157,-0.261,-0.135,0.336,532.0,507.0,3.0,2.76,376.0,52.0,249.0,0.1,0.636,0.29,0.19,0.33,-0.215,-0.098,0.23199999999999998,0.575,0.25,0.02,-0.139,-0.053,0.126,-0.063,-0.027999999999999997,0.14300000000000002,-0.084,-0.05,0.03,0.88,0.07,-0.01,J.H.S. 157 STEPHEN A. HALSEY,False,0.4911242603550296,4.0,queens,10.27026375369094,7.148056618713618,8.494283128292551,7.148056618713618,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,270055.81,2.0,2.0,2.0,4.0,0.0,2.27,8.530000000000001,15.93,5.32,4.13,0.8810572687224669,0.23446658851113714,0.12554927809165098,0.7518796992481203,0.0
"345 DEAN ST BROOKLYN, NY 11217",3.42,3.6,BROOKLYN,0.92,Exceeding Target,No,15.0,0.244,0.91,Exceeding Target,8,06,"06,07,08",40.683834999999995,-73.980355,0.08,0.17,0.37,0.0,0.2,0.52,0.07,0.87,Exceeding Target,331500010447.0,0.88,Exceeding Target,Exceeding Target,0.96,0.87,Meeting Target,0.93,Meeting Target,11217.0,3.74,1.03,0.08,68.0,15K447,-0.428,-0.324,0.16899999999999998,177.0,171.0,3.58,3.49,92.0,51.0,134.0,0.29,0.935,0.59,0.24,0.31,-0.368,-0.28300000000000003,0.079,0.84,0.51,0.03,-0.154,-0.12300000000000001,0.111,-0.022000000000000002,-0.057999999999999996,0.184,0.013000000000000001,0.0,0.127,0.97,0.16,0.03,THE MATH & SCIENCE EXPLORATORY SCHOOL,False,0.783625730994152,4.0,brooklyn,14.218528199194973,0.398928669331063,2.9316220481500004,0.398928669331063,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4298721.77,3.0,22.0,22.0,17.0,3.0,2.39,9.5,16.39,6.069999999999999,4.47,1.2552301255230125,2.3157894736842106,1.342281879194631,2.800658978583196,0.6711409395973155
"21-21 DITMARS BLVD ASTORIA, NY 11105",3.38,3.52,ASTORIA,0.86,Exceeding Target,No,30.0,0.42100000000000004,0.71,Approaching Target,8,PK,"PK,0K,01,02,03,04,05,06,07,08",40.780311,-73.91658000000002,0.3,0.06,0.27,0.05,0.21,0.39,0.08,0.9,Exceeding Target,343000010122.0,0.78,Approaching Target,Exceeding Target,0.96,0.91,Meeting Target,0.92,Meeting Target,11105.0,3.53,0.66,-0.05,80.0,30Q122,-0.245,-0.087,0.37,76.0,81.0,3.31,3.17,281.0,49.0,74.0,0.65,1.0,0.7,0.15,0.25,-0.22,-0.07400000000000001,0.247,0.748,0.37,-0.01,-0.11199999999999999,-0.033,0.16899999999999998,-0.077,-0.037000000000000005,0.11,-0.085,-0.024,0.028999999999999998,0.883,0.07,-0.02,P.S. 122 MAMIE FAY,False,0.9135802469135802,4.0,queens,6.897012686269529,7.052808034424315,6.675338086175611,6.675338086175611,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,686370.25,0.0,1.0,0.0,0.0,1.0,2.39,9.5,16.39,6.069999999999999,4.47,0.0,0.10526315789473684,0.0,0.0,0.2237136465324385
"50 AVE P BROOKLYN, NY 11218",3.47,3.68,BROOKLYN,0.97,Exceeding Target,No,20.0,0.209,0.95,Exceeding Target,8,0K,"0K,01,02,03,04,05,06,07,08",40.607008,-73.986852,0.18,0.05,0.1,0.06,0.05,0.71,0.05,0.91,Exceeding Target,332000010686.0,0.9,Exceeding Target,Meeting Target,0.96,0.94,Exceeding Target,0.95,Exceeding Target,11218.0,3.81,0.94,0.05,29.0,20K686,-0.408,-0.313,0.20600000000000002,87.0,62.0,3.38,3.62,24.0,46.0,80.0,0.54,0.9179999999999999,0.62,0.15,0.1,-0.387,-0.292,0.08,0.907,0.53,0.05,-0.14,-0.098,0.141,-0.11900000000000001,-0.09,0.068,0.013000000000000001,0.0,0.127,0.929,0.12,0.0,BROOKLYN SCHOOL OF INQUIRY,False,1.2903225806451613,4.0,brooklyn,19.388299802616615,5.6752048947564635,7.779824966472845,5.6752048947564635,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,545173.48,0.0,0.0,4.0,0.0,0.0,1.17,4.68,6.91,2.98,2.1599999999999997,0.0,0.0,0.5788712011577424,0.0,0.0
